origin_id,LCODE_C1,LCODE_C2,LCODE_C3,C1_NAME,C2_NAME,C3_NAME,time_to_medical_min,time_to_shelter_min,medical_access_score_normal,shelter_access_score_normal,x_3826,y_3826,nearest_medical_id_Q1point1,time_to_medical_min_Q1point1,medical_access_score_Q1point1,nearest_shelter_id_Q1point1,time_to_shelter_min_Q1point1,shelter_access_score_Q1point1,nearest_medical_id_Q10,time_to_medical_min_Q10,medical_access_score_Q10,nearest_shelter_id_Q10,time_to_shelter_min_Q10,shelter_access_score_Q10,nearest_medical_id_Q25,time_to_medical_min_Q25,medical_access_score_Q25,nearest_shelter_id_Q25,time_to_shelter_min_Q25,shelter_access_score_Q25,nearest_medical_id_Q50,time_to_medical_min_Q50,medical_access_score_Q50,nearest_shelter_id_Q50,time_to_shelter_min_Q50,shelter_access_score_Q50,nearest_medical_id_Q100,time_to_medical_min_Q100,medical_access_score_Q100,nearest_shelter_id_Q100,time_to_shelter_min_Q100,shelter_access_score_Q100
17,05,0502,050201,建築使用土地,住宅,純住宅,6.543155251626234,1.9895806754169838,0.7818948249457922,0.9005209662291508,230067.18021085698,2433277.7300837734,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
18,05,0502,050201,建築使用土地,住宅,純住宅,8.450269765201229,3.896695188991978,0.718324341159959,0.8051652405504011,229534.3987460692,2432752.942622615,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
19,05,0502,050201,建築使用土地,住宅,純住宅,6.543155251626234,1.9895806754169838,0.7818948249457922,0.9005209662291508,230069.70096082217,2433313.4007196366,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
20,05,0502,050201,建築使用土地,住宅,純住宅,6.543155251626234,1.9895806754169838,0.7818948249457922,0.9005209662291508,230045.25510875165,2433360.1467279946,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
21,05,0502,050201,建築使用土地,住宅,純住宅,11.619180793086326,7.065606216877075,0.6126939735637891,0.6467196891561462,229669.77767050016,2432291.487998897,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
22,05,0502,050201,建築使用土地,住宅,純住宅,7.196917237264624,1.1133297108136468,0.7601027587578458,0.9443335144593177,232760.21664494593,2432689.930292136,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177
23,05,0502,050201,建築使用土地,住宅,純住宅,8.361301478811296,2.2777139523603207,0.7212899507062902,0.886114302381984,232723.82545506957,2432199.8671634523,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
24,05,0502,050201,建築使用土地,住宅,純住宅,7.1601202361485905,1.0765327096976147,0.7613293254617136,0.9461733645151192,232690.7614499277,2432690.5658157873,,,0.0,0.0,1.0765327096976147,0.9461733645151192,,,0.0,0.0,1.0765327096976147,0.9461733645151192,,,0.0,0.0,1.0765327096976147,0.9461733645151192,,,0.0,0.0,1.0765327096976147,0.9461733645151192,,,0.0,0.0,1.0765327096976147,0.9461733645151192
25,05,0502,050201,建築使用土地,住宅,純住宅,7.979535423909357,1.8959478974583814,0.7340154858696881,0.905202605127081,232571.45953363032,2432390.5634987587,,,0.0,0.0,1.8959478974583814,0.905202605127081,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
26,05,0502,050201,建築使用土地,住宅,純住宅,6.886811204954081,0.8032236785031044,0.7704396265015306,0.9598388160748448,232500.4829280999,2432674.613132661,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448
27,05,0502,050201,建築使用土地,住宅,純住宅,6.4175288931125865,0.3339413666616108,0.7860823702295805,0.9833029316669195,232111.38119040374,2432583.677632655,,,0.0,0.0,0.3339413666616108,0.9833029316669195,,,0.0,0.0,0.3339413666616108,0.9833029316669195,,,0.0,0.0,0.3339413666616108,0.9833029316669195,,,0.0,0.0,0.3339413666616108,0.9833029316669195,,,0.0,0.0,0.3339413666616108,0.9833029316669195
28,05,0502,050201,建築使用土地,住宅,純住宅,6.731828182744885,0.5394894415252183,0.7756057272418372,0.9730255279237391,232075.40445131474,2432709.3642520644,,,0.0,0.0,0.5394894415252183,0.9730255279237391,,,0.0,0.0,0.5394894415252183,0.9730255279237391,,,0.0,0.0,0.5394894415252183,0.9730255279237391,,,0.0,0.0,0.5394894415252183,0.9730255279237391,,,0.0,0.0,0.5394894415252183,0.9730255279237391
29,05,0502,050201,建築使用土地,住宅,純住宅,6.679694457902053,0.4873557166823854,0.7773435180699315,0.9756322141658808,232056.11735049568,2432683.7119785966,,,0.0,0.0,0.4873557166823854,0.9756322141658808,,,0.0,0.0,0.4873557166823854,0.9756322141658808,,,0.0,0.0,0.4873557166823854,0.9756322141658808,,,0.0,0.0,0.4873557166823854,0.9756322141658808,,,0.0,0.0,0.4873557166823854,0.9756322141658808
30,05,0502,050201,建築使用土地,住宅,純住宅,6.300729708588194,0.9379727553249162,0.7899756763803936,0.9531013622337542,231823.22346518983,2432619.677476215,,,0.0,0.0,0.9379727553249162,0.9531013622337542,,,0.0,0.0,0.9379727553249162,0.9531013622337542,,,0.0,0.0,0.9379727553249162,0.9531013622337542,,,0.0,0.0,0.9379727553249162,0.9531013622337542,,,0.0,0.0,0.9379727553249162,0.9531013622337542
31,05,0502,050201,建築使用土地,住宅,純住宅,6.057113606518738,0.6943566532554601,0.7980962131160421,0.9652821673372269,231793.3749311186,2432588.8406462213,,,0.0,0.0,0.6943566532554601,0.9652821673372269,,,0.0,0.0,0.6943566532554601,0.9652821673372269,,,0.0,0.0,0.6943566532554601,0.9652821673372269,,,0.0,0.0,0.6943566532554601,0.9652821673372269,,,0.0,0.0,0.6943566532554601,0.9652821673372269
32,05,0502,050201,建築使用土地,住宅,純住宅,5.9014328276682795,1.141485746769043,0.8032855724110574,0.9429257126615479,231691.30727618962,2432819.437352534,,,0.0,0.0,1.141485746769043,0.9429257126615479,,,0.0,0.0,1.141485746769043,0.9429257126615479,,,0.0,0.0,1.141485746769043,0.9429257126615479,,,0.0,0.0,1.141485746769043,0.9429257126615479,,,0.0,0.0,1.141485746769043,0.9429257126615479
33,05,0502,050201,建築使用土地,住宅,純住宅,5.1119503945674,1.67885979620283,0.82960165351442,0.9160570101898585,231660.35427478867,2433214.9531151215,,,0.0,0.0,1.8551423831792113,0.9072428808410394,,,0.0,0.0,1.8551423831792113,0.9072428808410394,,,0.0,0.0,1.8551423831792113,0.9072428808410394,,,0.0,0.0,1.8551423831792113,0.9072428808410394,,,0.0,0.0,1.8551423831792113,0.9072428808410394
34,05,0502,050201,建築使用土地,住宅,純住宅,5.004139135581192,1.5710485372166225,0.8331953621472936,0.9214475731391689,231631.8009826204,2433353.125264247,,,0.0,0.0,1.7473311241930038,0.9126334437903498,,,0.0,0.0,1.7473311241930038,0.9126334437903498,,,0.0,0.0,1.7473311241930038,0.9126334437903498,,,0.0,0.0,1.7473311241930038,0.9126334437903498,,,0.0,0.0,1.7473311241930038,0.9126334437903498
35,05,0502,050201,建築使用土地,住宅,純住宅,5.004139135581192,1.5710485372166225,0.8331953621472936,0.9214475731391689,231601.77133808637,2433330.6073863814,,,0.0,0.0,1.7473311241930038,0.9126334437903498,,,0.0,0.0,1.7473311241930038,0.9126334437903498,,,0.0,0.0,1.7473311241930038,0.9126334437903498,,,0.0,0.0,1.7473311241930038,0.9126334437903498,,,0.0,0.0,1.7473311241930038,0.9126334437903498
36,05,0502,050201,建築使用土地,住宅,純住宅,5.1119503945674,1.67885979620283,0.82960165351442,0.9160570101898585,231547.6409239478,2433320.416471025,,,0.0,0.0,1.8551423831792113,0.9072428808410394,,,0.0,0.0,1.8551423831792113,0.9072428808410394,,,0.0,0.0,1.8551423831792113,0.9072428808410394,,,0.0,0.0,1.8551423831792113,0.9072428808410394,,,0.0,0.0,1.8551423831792113,0.9072428808410394
37,05,0502,050201,建築使用土地,住宅,純住宅,5.173225042844229,1.661004973620501,0.8275591652385257,0.9169497513189749,231056.13182793724,2433371.968782654,2.0,12.188051622803638,0.593731612573212,2.0,8.754961024439067,0.5622519487780466,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
38,05,0502,050201,建築使用土地,住宅,純住宅,7.736984645761573,1.6533971193105974,0.7421005118079476,0.9173301440344701,232712.28900258965,2432805.185193195,,,0.0,0.0,1.6533971193105974,0.9173301440344701,,,0.0,0.0,1.6533971193105974,0.9173301440344701,,,0.0,0.0,1.6533971193105974,0.9173301440344701,,,0.0,0.0,1.6533971193105974,0.9173301440344701,,,0.0,0.0,1.6533971193105974,0.9173301440344701
39,05,0502,050201,建築使用土地,住宅,純住宅,7.560385618295052,1.4767980918440755,0.7479871460568316,0.9261600954077962,232644.01977825855,2432810.780228055,,,0.0,0.0,1.4767980918440755,0.9261600954077962,,,0.0,0.0,1.4767980918440755,0.9261600954077962,,,0.0,0.0,1.4767980918440755,0.9261600954077962,,,0.0,0.0,1.4767980918440755,0.9261600954077962,,,0.0,0.0,1.4767980918440755,0.9261600954077962
40,05,0502,050201,建築使用土地,住宅,純住宅,7.809594652830653,1.726007126379678,0.7396801782389782,0.9136996436810161,232617.25673745363,2432827.773976395,,,0.0,0.0,1.726007126379678,0.9136996436810161,,,0.0,0.0,1.726007126379678,0.9136996436810161,,,0.0,0.0,1.726007126379678,0.9136996436810161,,,0.0,0.0,1.726007126379678,0.9136996436810161,,,0.0,0.0,1.726007126379678,0.9136996436810161
41,05,0502,050201,建築使用土地,住宅,純住宅,7.682701153593732,1.5991136271427564,0.7439099615468756,0.9200443186428622,232526.69803643212,2432714.354187435,,,0.0,0.0,1.5991136271427564,0.9200443186428622,,,0.0,0.0,1.5991136271427564,0.9200443186428622,,,0.0,0.0,1.5991136271427564,0.9200443186428622,,,0.0,0.0,1.5991136271427564,0.9200443186428622,,,0.0,0.0,1.5991136271427564,0.9200443186428622
42,05,0502,050201,建築使用土地,住宅,純住宅,6.886811204954081,0.8032236785031044,0.7704396265015306,0.9598388160748448,232537.64123660504,2432662.1958296574,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448
43,05,0502,050201,建築使用土地,住宅,純住宅,6.886811204954081,0.8032236785031044,0.7704396265015306,0.9598388160748448,232482.60319820166,2432651.855912729,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448
44,05,0502,050201,建築使用土地,住宅,純住宅,6.7651463879683496,0.3545446524091853,0.7744951204010551,0.9822727673795407,232220.3145737666,2432671.2147754044,,,0.0,0.0,0.3545446524091853,0.9822727673795407,,,0.0,0.0,0.3545446524091853,0.9822727673795407,,,0.0,0.0,0.3545446524091853,0.9822727673795407,,,0.0,0.0,0.3545446524091853,0.9822727673795407,,,0.0,0.0,0.3545446524091853,0.9822727673795407
45,05,0502,050201,建築使用土地,住宅,純住宅,6.590902249309345,0.507314722858369,0.7803032583563552,0.9746342638570815,232204.54564277967,2432600.480402561,,,0.0,0.0,0.507314722858369,0.9746342638570815,,,0.0,0.0,0.507314722858369,0.9746342638570815,,,0.0,0.0,0.507314722858369,0.9746342638570815,,,0.0,0.0,0.507314722858369,0.9746342638570815,,,0.0,0.0,0.507314722858369,0.9746342638570815
46,05,0502,050201,建築使用土地,住宅,純住宅,6.502984228342316,0.2484860314318812,0.7832338590552561,0.987575698428406,232067.37264649253,2432580.136343738,,,0.0,0.0,0.2484860314318812,0.987575698428406,,,0.0,0.0,0.2484860314318812,0.987575698428406,,,0.0,0.0,0.2484860314318812,0.987575698428406,,,0.0,0.0,0.2484860314318812,0.987575698428406,,,0.0,0.0,0.2484860314318812,0.987575698428406
47,05,0502,050201,建築使用土地,住宅,純住宅,6.554394914876583,0.6036711866566242,0.7815201695041138,0.9698164406671688,231949.02357319786,2432646.802815686,,,0.0,0.0,0.6036711866566242,0.9698164406671688,,,0.0,0.0,0.6036711866566242,0.9698164406671688,,,0.0,0.0,0.6036711866566242,0.9698164406671688,,,0.0,0.0,0.6036711866566242,0.9698164406671688,,,0.0,0.0,0.6036711866566242,0.9698164406671688
48,05,0502,050201,建築使用土地,住宅,純住宅,6.596912657907407,1.3595025044365654,0.7801029114030864,0.9320248747781718,231876.62412600341,2432744.1597988084,,,0.0,0.0,1.3595025044365654,0.9320248747781718,,,0.0,0.0,1.3595025044365654,0.9320248747781718,,,0.0,0.0,1.3595025044365654,0.9320248747781718,,,0.0,0.0,1.3595025044365654,0.9320248747781718,,,0.0,0.0,1.3595025044365654,0.9320248747781718
49,05,0502,050201,建築使用土地,住宅,純住宅,6.300729708588194,0.9379727553249162,0.7899756763803936,0.9531013622337542,231878.6698615869,2432613.184800086,,,0.0,0.0,0.9379727553249162,0.9531013622337542,,,0.0,0.0,0.9379727553249162,0.9531013622337542,,,0.0,0.0,0.9379727553249162,0.9531013622337542,,,0.0,0.0,0.9379727553249162,0.9531013622337542,,,0.0,0.0,0.9379727553249162,0.9531013622337542
50,05,0502,050201,建築使用土地,住宅,純住宅,6.300729708588194,0.9379727553249162,0.7899756763803936,0.9531013622337542,231846.15091515362,2432652.2903201077,,,0.0,0.0,0.9379727553249162,0.9531013622337542,,,0.0,0.0,0.9379727553249162,0.9531013622337542,,,0.0,0.0,0.9379727553249162,0.9531013622337542,,,0.0,0.0,0.9379727553249162,0.9531013622337542,,,0.0,0.0,0.9379727553249162,0.9531013622337542
51,05,0502,050201,建築使用土地,住宅,純住宅,6.447759513519755,1.2103493600489128,0.7850746828826748,0.9394825319975544,231803.884291155,2432700.7215756536,,,0.0,0.0,1.2103493600489128,0.9394825319975544,,,0.0,0.0,1.2103493600489128,0.9394825319975544,,,0.0,0.0,1.2103493600489128,0.9394825319975544,,,0.0,0.0,1.2103493600489128,0.9394825319975544,,,0.0,0.0,1.2103493600489128,0.9394825319975544
52,05,0502,050201,建築使用土地,住宅,純住宅,7.10373175447499,1.6375123991845255,0.7632089415175003,0.9181243800407737,231184.44437950678,2432492.1586892363,,,0.0,0.0,4.622173240012501,0.7688913379993749,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
53,05,0502,050201,建築使用土地,住宅,純住宅,7.10373175447499,1.6375123991845255,0.7632089415175003,0.9181243800407737,231030.01950140166,2432757.342241623,,,0.0,0.0,4.622173240012501,0.7688913379993749,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
54,05,0502,050203,建築使用土地,住宅,鄉村住宅,7.196917237264624,1.1133297108136468,0.7601027587578458,0.9443335144593177,232750.6792331221,2432690.1231865752,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177
55,05,0502,050201,建築使用土地,住宅,純住宅,7.736984645761573,1.6533971193105974,0.7421005118079476,0.9173301440344701,232753.07090250702,2432829.017481865,,,0.0,0.0,1.6533971193105974,0.9173301440344701,,,0.0,0.0,1.6533971193105974,0.9173301440344701,,,0.0,0.0,1.6533971193105974,0.9173301440344701,,,0.0,0.0,1.6533971193105974,0.9173301440344701,,,0.0,0.0,1.6533971193105974,0.9173301440344701
56,05,0502,050201,建築使用土地,住宅,純住宅,7.45129527279627,1.3677077463452938,0.751623490906791,0.9316146126827353,232733.12560059456,2432739.3662146414,,,0.0,0.0,1.3677077463452938,0.9316146126827353,,,0.0,0.0,1.3677077463452938,0.9316146126827353,,,0.0,0.0,1.3677077463452938,0.9316146126827353,,,0.0,0.0,1.3677077463452938,0.9316146126827353,,,0.0,0.0,1.3677077463452938,0.9316146126827353
57,05,0502,050201,建築使用土地,住宅,純住宅,7.560385618295052,1.4767980918440755,0.7479871460568316,0.9261600954077962,232671.57234455197,2432779.812654291,,,0.0,0.0,1.4767980918440755,0.9261600954077962,,,0.0,0.0,1.4767980918440755,0.9261600954077962,,,0.0,0.0,1.4767980918440755,0.9261600954077962,,,0.0,0.0,1.4767980918440755,0.9261600954077962,,,0.0,0.0,1.4767980918440755,0.9261600954077962
58,05,0502,050201,建築使用土地,住宅,純住宅,6.918379142970189,0.1669088831959918,0.7693873619009937,0.9916545558402005,232168.75046489274,2432656.306406089,,,0.0,0.0,0.1669088831959918,0.9916545558402005,,,0.0,0.0,0.1669088831959918,0.9916545558402005,,,0.0,0.0,0.1669088831959918,0.9916545558402005,,,0.0,0.0,0.1669088831959918,0.9916545558402005,,,0.0,0.0,0.1669088831959918,0.9916545558402005
59,05,0502,050201,建築使用土地,住宅,純住宅,6.918379142970189,0.1669088831959918,0.7693873619009937,0.9916545558402005,232156.78973322,2432594.4385537533,,,0.0,0.0,0.1669088831959918,0.9916545558402005,,,0.0,0.0,0.1669088831959918,0.9916545558402005,,,0.0,0.0,0.1669088831959918,0.9916545558402005,,,0.0,0.0,0.1669088831959918,0.9916545558402005,,,0.0,0.0,0.1669088831959918,0.9916545558402005
60,05,0502,050201,建築使用土地,住宅,純住宅,6.845170864386978,0.09370060461278058,0.7718276378537674,0.995314969769361,232111.26370271298,2432636.033832639,,,0.0,0.0,0.09370060461278058,0.995314969769361,,,0.0,0.0,0.09370060461278058,0.995314969769361,,,0.0,0.0,0.09370060461278058,0.995314969769361,,,0.0,0.0,0.09370060461278058,0.995314969769361,,,0.0,0.0,0.09370060461278058,0.995314969769361
61,05,0502,050201,建築使用土地,住宅,純住宅,6.108844807532331,0.642625452241867,0.7963718397489223,0.9678687273879066,231829.85912168055,2432582.7019580454,,,0.0,0.0,0.642625452241867,0.9678687273879066,,,0.0,0.0,0.642625452241867,0.9678687273879066,,,0.0,0.0,0.642625452241867,0.9678687273879066,,,0.0,0.0,0.642625452241867,0.9678687273879066,,,0.0,0.0,0.642625452241867,0.9678687273879066
62,05,0502,050201,建築使用土地,住宅,純住宅,6.447759513519755,1.2103493600489128,0.7850746828826748,0.9394825319975544,231811.0576487082,2432671.165088959,,,0.0,0.0,1.2103493600489128,0.9394825319975544,,,0.0,0.0,1.2103493600489128,0.9394825319975544,,,0.0,0.0,1.2103493600489128,0.9394825319975544,,,0.0,0.0,1.2103493600489128,0.9394825319975544,,,0.0,0.0,1.2103493600489128,0.9394825319975544
63,05,0502,050201,建築使用土地,住宅,純住宅,7.736984645761573,1.6533971193105974,0.7421005118079476,0.9173301440344701,232699.25765531664,2432840.804553226,,,0.0,0.0,1.6533971193105974,0.9173301440344701,,,0.0,0.0,1.6533971193105974,0.9173301440344701,,,0.0,0.0,1.6533971193105974,0.9173301440344701,,,0.0,0.0,1.6533971193105974,0.9173301440344701,,,0.0,0.0,1.6533971193105974,0.9173301440344701
64,05,0502,050201,建築使用土地,住宅,純住宅,7.196917237264624,1.1133297108136468,0.7601027587578458,0.9443335144593177,232747.8206186442,2432658.3131924313,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177
65,05,0502,050201,建築使用土地,住宅,純住宅,7.196917237264624,1.1133297108136468,0.7601027587578458,0.9443335144593177,232730.58649092252,2432707.9458020604,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177,,,0.0,0.0,1.1133297108136468,0.9443335144593177
66,05,0502,050201,建築使用土地,住宅,純住宅,7.434904399190528,1.351316872739552,0.7521698533603157,0.9324341563630224,232639.72673487128,2432758.067320679,,,0.0,0.0,1.351316872739552,0.9324341563630224,,,0.0,0.0,1.351316872739552,0.9324341563630224,,,0.0,0.0,1.351316872739552,0.9324341563630224,,,0.0,0.0,1.351316872739552,0.9324341563630224,,,0.0,0.0,1.351316872739552,0.9324341563630224
67,05,0502,050201,建築使用土地,住宅,純住宅,6.886811204954081,0.8032236785031044,0.7704396265015306,0.9598388160748448,232466.30804775725,2432616.095896223,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448,,,0.0,0.0,0.8032236785031044,0.9598388160748448
68,05,0502,050201,建築使用土地,住宅,純住宅,6.751470259774197,,0.7749509913408601,0.0,232133.53503635133,2432612.8302784082,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0
69,05,0502,050201,建築使用土地,住宅,純住宅,6.679694457902053,0.4873557166823854,0.7773435180699315,0.9756322141658808,232060.32287881465,2432651.219922639,,,0.0,0.0,0.4873557166823854,0.9756322141658808,,,0.0,0.0,0.4873557166823854,0.9756322141658808,,,0.0,0.0,0.4873557166823854,0.9756322141658808,,,0.0,0.0,0.4873557166823854,0.9756322141658808,,,0.0,0.0,0.4873557166823854,0.9756322141658808
